geracoes,caminho
1,476
2,462
3,462
4,456
5,456
6,456
7,447
8,431
9,431
10,431
11,431
12,431
13,431
14,431
15,431
16,431
17,431
18,431
19,431
20,431
21,431
22,431
23,431
24,431
25,431
26,431
27,431
28,430
29,430
30,430
31,430
32,430
33,430
34,430
35,430
36,430
37,430
38,430
39,430
40,430
41,430
42,430
43,430
44,430
45,430
46,430
47,430
48,430
49,430
50,430
51,430
52,430
53,430
54,430
55,430
56,424
57,424
58,424
59,424
60,424
61,424
62,424
63,424
64,424
65,424
66,424
67,424
68,406
69,406
70,406
71,406
72,406
73,406
74,406
75,406
76,406
77,406
78,406
79,406
80,406
81,406
82,406
83,406
84,406
85,406
86,406
87,406
88,406
89,406
90,406
91,406
92,406
93,406
94,406
95,406
96,406
97,406
98,406
99,406
100,406
101,406
102,406
103,406
104,406
105,406
106,406
107,406
108,406
109,406
110,406
111,406
112,406
113,406
114,406
115,406
116,406
117,406
118,406
119,406
120,406
121,406
122,386
123,386
124,386
125,386
126,386
127,386
128,386
129,386
130,386
131,386
132,386
133,386
134,386
135,386
136,386
137,386
138,386
139,378
140,378
141,378
142,378
143,378
144,378
145,378
146,378
147,378
148,378
149,378
150,378
151,378
152,378
153,378
154,378
155,378
156,378
157,378
158,378
159,378
160,378
161,372
162,372
163,372
164,372
165,372
166,372
167,372
168,372
169,372
170,372
171,372
172,372
173,372
174,372
175,372
176,372
177,372
178,372
179,372
180,372
181,372
182,372
183,372
184,372
185,372
186,372
187,372
188,372
189,372
190,372
191,372
192,372
193,372
194,372
195,372
196,372
197,372
198,372
199,372
200,372
201,372
202,372
203,372
204,372
205,372
206,372
207,372
208,372
209,372
210,372
211,372
212,372
213,372
214,372
215,372
216,372
217,372
218,372
219,372
220,372
221,372
222,372
223,372
224,372
225,372
226,372
227,372
228,372
229,372
230,372
231,372
232,372
233,372
234,372
235,372
236,372
237,372
238,372
239,372
240,372
241,372
242,372
243,372
244,372
245,372
246,372
247,372
248,372
249,372
250,372
251,372
252,372
253,372
254,372
255,372
256,372
257,372
258,372
259,372
260,372
261,372
262,372
263,372
264,372
265,372
266,372
267,372
268,372
269,372
270,372
271,372
272,372
273,372
274,372
275,372
276,372
277,372
278,372
279,372
280,372
281,372
282,372
283,372
284,372
285,372
286,372
287,372
288,372
289,372
290,372
291,372
292,372
293,372
294,372
295,372
296,372
297,372
298,372
299,372
300,372
301,372
302,372
303,372
304,372
305,372
306,372
307,372
308,372
309,372
310,372
311,372
312,372
313,372
314,372
315,372
316,372
317,372
318,372
319,372
320,372
321,372
322,372
323,372
324,372
325,372
326,372
327,372
328,372
329,372
330,372
331,372
332,372
333,372
334,372
335,372
336,372
337,372
338,372
339,372
340,372
341,372
342,372
343,372
344,372
345,372
346,372
347,372
348,372
349,372
350,372
351,372
352,372
353,372
354,372
355,372
356,372
357,372
358,372
359,372
360,372
361,372
362,372
363,372
364,372
365,372
366,372
367,372
368,372
369,372
370,372
371,372
372,372
373,372
374,372
375,372
376,372
377,372
378,372
379,372
380,372
381,372
382,372
383,372
384,372
385,372
386,372
387,372
388,372
389,372
390,372
391,372
392,372
393,372
394,372
395,372
396,372
397,372
398,372
399,372
400,372
401,372
402,372
403,372
404,372
405,372
406,372
407,372
408,372
409,372
410,372
411,372
412,372
413,372
414,372
415,372
416,372
417,372
418,372
419,372
420,372
421,372
422,372
423,372
424,372
425,372
426,372
427,372
428,372
429,372
430,372
431,372
432,372
433,372
434,372
435,372
436,372
437,372
438,372
439,372
440,372
441,372
442,372
443,372
444,372
445,372
446,372
447,372
448,372
449,372
450,372
451,372
452,372
453,372
454,372
455,372
456,372
457,372
458,372
459,372
460,372
461,372
462,372
463,368
464,368
465,368
466,368
467,368
468,368
469,368
470,368
471,368
472,368
473,368
474,368
475,368
476,368
477,368
478,368
479,368
480,368
481,368
482,368
483,368
484,368
485,368
486,368
487,368
488,368
489,368
490,368
491,368
492,368
493,368
494,368
495,368
496,368
497,368
498,368
499,368
500,368
501,368
502,368
503,368
504,368
505,368
506,368
507,368
508,368
509,368
510,368
511,368
512,368
513,368
514,368
515,368
516,368
517,368
518,368
519,368
520,368
521,368
522,368
523,368
524,368
525,368
526,368
527,368
528,368
529,368
530,368
531,368
532,368
533,368
534,368
535,368
536,368
537,368
538,368
539,368
540,368
541,368
542,368
543,368
544,368
545,368
546,368
547,368
548,368
549,368
550,368
551,368
552,368
553,368
554,368
555,368
556,368
557,368
558,368
559,368
560,368
561,368
562,368
563,368
564,368
565,368
566,368
567,368
568,368
569,368
570,368
571,368
572,368
573,368
574,368
575,368
576,368
577,368
578,368
579,368
580,368
581,368
582,368
583,368
584,368
585,368
586,368
587,368
588,368
589,368
590,368
591,368
592,368
593,368
594,368
595,368
596,368
597,368
598,368
599,368
600,368
601,368
602,368
603,368
604,368
605,368
606,368
607,368
608,368
609,368
610,368
611,368
612,368
613,368
614,368
615,368
616,368
617,368
618,368
619,368
620,368
621,368
622,368
623,368
624,368
625,368
626,368
627,368
628,368
629,368
630,368
631,368
632,368
633,368
634,368
635,368
636,368
637,368
638,368
639,368
640,368
641,368
642,368
643,368
644,368
645,368
646,368
647,368
648,368
649,368
650,368
651,368
652,368
653,368
654,368
655,368
656,368
657,368
658,368
659,368
660,368
